repo,pr_number,author,diff_hunk,review_comment,label
django/django,20300,charettes,"@@ -1699,13 +1699,13 @@ def field_as_sql(self, field, get_placeholder, val):
         if field is None:
             # A field value of None means the value is raw.
             sql, params = val, []
+        elif get_placeholder_sql is not None:
+            # Some fields (e.g. geo fields) need special munging before
+            # they can be inserted.
+            sql, params = get_placeholder_sql(val, self, self.connection)",`get_placeholder_sql` is expected to perform compilation from now on. This made me want to adapt this function so it's passed a `compile_sql` hybrid between `get_placeholder_sql` if it exists or `self.compile(val)` otherwise but that seemed to invasive.,
tiangolo/fastapi,15152,tiangolo,"@@ -0,0 +1,120 @@
+# События, отправляемые сервером (SSE) { #server-sent-events-sse }
+
+Вы можете передавать данные потоком клиенту, используя Server-Sent Events (SSE).
+
+Это похоже на [Стриминг JSON Lines](stream-json-lines.md), но использует формат `text/event-stream`, который нативно поддерживается браузерами через [`EventSource` API](https://developer.mozilla.org/en-US/docs/Web/API/EventSource).
+
+/// info | Информация
+
+Добавлено в FastAPI 0.135.0.
+
+///
+
+## Что такое Server-Sent Events? { #what-are-server-sent-events }
+
+SSE — это стандарт для потоковой передачи данных с сервера на клиента по HTTP.
+
+Каждое событие — это небольшой текстовый блок с «полями», такими как `data`, `event`, `id` и `retry`, разделёнными пустыми строками.
+
+Это выглядит так:
+
+```
+data: {""name"": ""Portal Gun"", ""price"": 999.99}
+
+data: {""name"": ""Plumbus"", ""price"": 32.99}
+
+```
+
+SSE часто используют для стриминга ответов ИИ в чатах, живых уведомлений, логов и наблюдаемости, а также в других случаях, когда сервер «проталкивает» обновления клиенту.
+
+/// tip | Совет
+
+Если вам нужно стримить бинарные данные, например видео или аудио, посмотрите расширенное руководство: [Stream Data](../advanced/stream-data.md).
+
+///
+
+## Стриминг SSE с FastAPI { #stream-sse-with-fastapi }
+
+Чтобы стримить SSE с FastAPI, используйте `yield` в своей функции-обработчике пути и укажите `response_class=EventSourceResponse`.
+
+Импортируйте `EventSourceResponse` из `fastapi.sse`:
+
+{* ../../docs_src/server_sent_events/tutorial001_py310.py ln[1:25] hl[4,22] *}
+
+Каждый возвращаемый через `yield` элемент кодируется как JSON и отправляется в поле `data:` события SSE.
+
+Если вы объявите тип возврата как `AsyncIterable[Item]`, FastAPI будет использовать его, чтобы выполнить **валидацию**, добавить **документацию** и **сериализовать** данные с помощью Pydantic.
+
+{* ../../docs_src/server_sent_events/tutorial001_py310.py ln[1:25] hl[10:12,23] *}
+
+/// tip | Совет
+
+Так как Pydantic будет сериализовать это на стороне **Rust**, вы получите значительно более высокую **производительность**, чем если не объявите тип возврата.
+
+///
+
+### Несинхронные функции-обработчики пути { #non-async-path-operation-functions }
+
+Вы также можете использовать обычные функции `def` (без `async`) и применять `yield` тем же образом.
+
+FastAPI проследит, чтобы выполнение прошло корректно и не блокировало цикл событий.
+
+Так как в этом случае функция не async, правильным типом возврата будет `Iterable[Item]`:","```suggestion
Так как в этом случае функция не асинхронная, правильным типом возврата будет `Iterable[Item]`:
```",
scrapy/scrapy,7145,Icorebleidd,,"After removing the assertion, OldStyleClass is no longer referenced anywhere.
I can remove the class definition as well unless you prefer to keep it for clarity.",
pandas-dev/pandas,65019,jbrockmendel,,Thanks @jbrockmendel ,
psf/requests,6897,cjwatson,,The pypy-3.9 Windows failure seems unrelated to this change.,
django/django,20852,blighj,"@@ -276,12 +286,28 @@ def converter(matchobj):
 
             # Determine the hashed name of the target file with the storage
             # backend.
-            hashed_url = self._url(
-                self._stored_name,
-                unquote(target_name),
-                force=True,
-                hashed_files=hashed_files,
-            )
+            try:
+                hashed_url = self._url(
+                    self._stored_name,
+                    unquote(target_name),
+                    force=True,
+                    hashed_files=hashed_files,
+                )
+            except ValueError as exc:
+                # raise substitution errors with collectstatic as CommandError
+                error_message = (
+                    ""{filename}' contains a URL '{matched}' on line {line}\n\n""
+                    ""The storage resolved the url to {missing} ""
+                    ""and could not find that file.""
+                )
+                raise CommandError(","I think only the command should re-raise a `CommandError`, not here. But we should definitely enrich the ValueError with whatever information we need. You can do that with [add_note()](https://docs.python.org/3/tutorial/errors.html#enriching-exceptions-with-notes).",
django/django,21043,jacobtylerwalls,"@@ -170,6 +170,16 @@ be reported using the `public ticket tracker`_ for hardening.
 
 .. _public ticket tracker: https://code.djangoproject.com/
 
+``REMOTE_USER`` headers must be set or stripped at the network boundary",Personally I think that's much better. I definitely agree with explicitly mentioning `RemoteUserMiddleware`.,
scrapy/scrapy,6993,Ryotaro25,"@@ -319,10 +320,25 @@ def getwithbase(self, name: _SettingsKey) -> BaseSettings:
         """"""
         if not isinstance(name, str):
             raise ValueError(f""Base setting key must be a string, got {name}"")
-        compbs = BaseSettings()
-        compbs.update(self[name + ""_BASE""])
-        compbs.update(self[name])
-        return compbs
+
+        normalized_keys = {}
+
+        def normalize_key(k: Any) -> str:
+            if isinstance(k, type):
+                import_path = global_object_name(k)
+                normalized_keys[import_path] = k
+                return import_path
+            return k
+
+        def restore_key(k: str) -> Any:
+            return normalized_keys.get(k, k)
+
+        result = dict(self[name + ""_BASE""] or {})
+        override = {normalize_key(k): v for k, v in (self[name] or {}).items()}","The logic doesn't warn users when duplicate keys are detected during normalization, despite the PR description stating 'Log a warning if such duplicate keys are found'. Consider adding a warning when a key in the base dictionary would be overridden by a normalized class key from the override dictionary.
```suggestion
        override: dict[Any, Any] = {}
        for k, v in (self[name] or {}).items():
            normalized_key = normalize_key(k)
            if normalized_key in result and normalized_key in normalized_keys:
                cls = normalized_keys[normalized_key]
                cls_path = global_object_name(cls)
                warnings.warn(
                    f""Duplicate key detected while normalizing setting '{name}': ""
                    f""the key '{normalized_key}' derived from class '{cls_path}' ""
                    ""overrides a key from the corresponding '_BASE' setting."",
                    UserWarning,
                )
            override[normalized_key] = v
```",
django/django,20308,VIZZARD-X,"@@ -74,10 +74,13 @@ def m2m_value(value):
 
                 def queryset_iterator(obj, field):
                     attr = getattr(obj, field.name)
+                    qs = attr.all()","As mentioned [before](https://github.com/django/django/pull/20308#discussion_r2673970745), I still think this change is unnecessary. Chaining `.all()` before `order_by()` might help readability, but it's debatable and bloats the diff.",
tiangolo/fastapi,14962,tiangolo,,Same but for parsing HTTP body: #13951,
django/django,20029,Pierre-Sassoulas,,"Thanks for circling back here.

Benchmark looks a little better if you pull the construction of the generator out of the timeit call so that you only have `lambda: consume(case1)` etc:

```
Scenario                                             for loop   yield from    Speedup
-------------------------------------------------------------------------------------
Small paginator (10 pages, page 5)                    0.034s      0.028s      1.20x
Medium paginator (50 pages, page 25)                  0.027s      0.027s      1.00x
Large paginator (1000 pages, page 500)                0.027s      0.027s      1.01x
Near start (1000 pages, page 3)                       0.054s      0.029s      1.85x
Near end (1000 pages, page 998)                       0.028s      0.027s      1.03x
Short-circuit path (8 pages, page 4)                  0.027s      0.027s      1.00x

Each scenario ran 500,000 iterations.
```

Given that, I think we can pull this in 👍 ",
django/django,20840,jacobtylerwalls,"@@ -68,3 +68,37 @@ jobs:
           fi
 
           echo ""✅ All commits have the required prefix.""
+
+  check-commit-suffix:
+    runs-on: ubuntu-latest
+    timeout-minutes: 60
+    steps:
+      - uses: actions/checkout@v6
+        with:
+          persist-credentials: false
+
+      - name: Fetch relevant branches
+        run: |
+          git fetch origin $BASE:base
+          git fetch origin pull/${{ github.event.pull_request.number }}/head:pr
+
+      - name: Check commit messages suffix
+        run: |
+          COMMITS=$(git rev-list base..pr)
+          echo ""Checking commit messages for trailing period""
+          FAIL=0
+          for SHA in $COMMITS; do
+            MSG=$(git log -1 --pretty=%s $SHA)
+            echo ""Checking commit $SHA: $MSG""
+            if [[ ""${MSG: -1}"" != ""."" ]]; then
+              echo ""❌ Commit $SHA must end with a period.""","```suggestion
              echo ""❌ Commit $SHA must end with a period.""
              echo ""Use `git commit --amend` to edit the commit, or perform an interactive rebase with `git rebase -i $SHA~1`.""
```
",
django/django,21050,timgraham,,Sorry I missed this in review! Is it helpful to you if I backport this?,
django/django,20964,varunkasyap,"@@ -370,6 +371,21 @@ def test_drop_nonexistent_extension(self):
         self.assertEqual(len(captured_queries), 1)
         self.assertIn(""SELECT"", captured_queries[0][""sql""])
 
+    def test_create_extension_skipped_on_non_postgresql(self):
+        operation = CreateExtension(""tablefunc"")
+        project_state = ProjectState()
+        new_state = project_state.clone()
+        with connection.schema_editor(atomic=False) as editor:
+            with mock.patch.object(editor.connection, ""vendor"", ""sqlite""):",@varunkasyap let's just remove the test 👍 ,
pandas-dev/pandas,64148,gautamvarmadatla,,hello @jbrockmendel made the changes :) ,
scrapy/scrapy,7039,Laerte,,"I propose merging the not controversial subset of this, keeping the following for the round 3 or separate refactoring:

- all changes related to `handle_httpstatus_list` and `REDIRECT_ALLOWED_HTTP_CODES`
- the new `download_delay` warning and the test removal for that attr

",
django/django,20960,anjaniacatus,,"> @anjaniacatus Thank you for the contribution 👍
> 
> This looks good to me overall. That said, both AI disclosure checkboxes are currently checked, but the template asks you to select only one. According to [Django’s AI-assisted contribution guidelines](https://docs.djangoproject.com/en/dev/internals/contributing/writing-code/submitting-patches/#ai-assisted-contributions), if no AI tools were used, please uncheck the second box. If AI tools were used, please uncheck the first box and add a short note to the PR description explaining which tool was used, what it was used for, and that the output was reviewed manually.

Thank you  for the quick review ! I've edited the description.",
tiangolo/fastapi,14681,casperdcl,,This pull request has a merge conflict that needs to be resolved.,
django/django,19713,Antoliny0919,"@@ -68,7 +68,7 @@
             }
 
             // Check if warning is already there.
-            if (inp.parentNode.querySelectorAll('.' + warningClass).length) {
+            if (inp.parentNode.parentNode.querySelectorAll('.' + warningClass).length) {",No JS tests fail when I revert this.,
django/django,20904,AhmedNassar7,"@@ -165,8 +165,11 @@ value is permanent and should be baked into the project state (``True``),
 or if it is temporary and just for this migration (``False``) - usually
 because the migration is adding a non-nullable field to a table and needs
 a default value to put into existing rows. It does not affect the behavior
-of setting defaults in the database directly - Django never sets database
-defaults and always applies them in the Django ORM code.
+of setting defaults in the database directly. Without
+:attr:`~django.db.models.Field.db_default`, Django never sets permanent
+database defaults and always applies them in the Django ORM code. When
+:attr:`~django.db.models.Field.db_default` is set, Django sets the default
+at the database level.","Yes, for the formatting and grammar of words. Is there a problem using LLMs? ",
pandas-dev/pandas,65046,jbrockmendel,,Thanks @jbrockmendel ,
scrapy/scrapy,7353,wRAR,,"## [Codecov](https://app.codecov.io/gh/scrapy/scrapy/pull/7353?dropdown=coverage&src=pr&el=h1&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=scrapy) Report
:x: Patch coverage is `97.95918%` with `1 line` in your changes missing coverage. Please review.
:white_check_mark: Project coverage is 93.16%. Comparing base ([`03d105a`](https://app.codecov.io/gh/scrapy/scrapy/commit/03d105ac924e0f21ab1fa5daa46dda9544ac111d?dropdown=coverage&el=desc&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=scrapy)) to head ([`6857a0f`](https://app.codecov.io/gh/scrapy/scrapy/commit/6857a0fe285426d9740cef71c6d56b059c35d78d?dropdown=coverage&el=desc&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=scrapy)).
:warning: Report is 1 commits behind head on master.
:white_check_mark: All tests successful. No failed tests found.

| [Files with missing lines](https://app.codecov.io/gh/scrapy/scrapy/pull/7353?dropdown=coverage&src=pr&el=tree&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=scrapy) | Patch % | Lines |
|---|---|---|
| [scrapy/core/downloader/tls.py](https://app.codecov.io/gh/scrapy/scrapy/pull/7353?src=pr&el=tree&filepath=scrapy%2Fcore%2Fdownloader%2Ftls.py&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=scrapy#diff-c2NyYXB5L2NvcmUvZG93bmxvYWRlci90bHMucHk=) | 95.00% | [0 Missing and 1 partial :warning: ](https://app.codecov.io/gh/scrapy/scrapy/pull/7353?src=pr&el=tree&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=scrapy) |

<details><summary>Additional details and impacted files</summary>



```diff
@@            Coverage Diff             @@
##           master    #7353      +/-   ##
==========================================
+ Coverage   93.14%   93.16%   +0.02%     
==========================================
  Files         166      167       +1     
  Lines       12889    12902      +13     
  Branches     1670     1670              
==========================================
+ Hits        12005    12020      +15     
+ Misses        619      617       -2     
  Partials      265      265              
```

| [Files with missing lines](https://app.codecov.io/gh/scrapy/scrapy/pull/7353?dropdown=coverage&src=pr&el=tree&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=scrapy) | Coverage Δ | |
|---|---|---|
| [scrapy/core/downloader/contextfactory.py](https://app.codecov.io/gh/scrapy/scrapy/pull/7353?src=pr&el=tree&filepath=scrapy%2Fcore%2Fdownloader%2Fcontextfactory.py&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=scrapy#diff-c2NyYXB5L2NvcmUvZG93bmxvYWRlci9jb250ZXh0ZmFjdG9yeS5weQ==) | `98.36% <100.00%> (+6.29%)` | :arrow_up: |
| [scrapy/core/downloader/handlers/http11.py](https://app.codecov.io/gh/scrapy/scrapy/pull/7353?src=pr&el=tree&filepath=scrapy%2Fcore%2Fdownloader%2Fhandlers%2Fhttp11.py&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=scrapy#diff-c2NyYXB5L2NvcmUvZG93bmxvYWRlci9oYW5kbGVycy9odHRwMTEucHk=) | `95.43% <100.00%> (ø)` | |
| [scrapy/core/downloader/handlers/http2.py](https://app.codecov.io/gh/scrapy/scrapy/pull/7353?src=pr&el=tree&filepath=scrapy%2Fcore%2Fdownloader%2Fhandlers%2Fhttp2.py&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=scrapy#diff-c2NyYXB5L2NvcmUvZG93bmxvYWRlci9oYW5kbGVycy9odHRwMi5weQ==) | `100.00% <100.00%> (ø)` | |
| [scrapy/core/http2/agent.py](https://app.codecov.io/gh/scrapy/scrapy/pull/7353?src=pr&el=tree&filepath=scrapy%2Fcore%2Fhttp2%2Fagent.py&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=scrapy#diff-c2NyYXB5L2NvcmUvaHR0cDIvYWdlbnQucHk=) | `91.35% <100.00%> (ø)` | |
| [scrapy/pipelines/media.py](https://app.codecov.io/gh/scrapy/scrapy/pull/7353?src=pr&el=tree&filepath=scrapy%2Fpipelines%2Fmedia.py&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=scrapy#diff-c2NyYXB5L3BpcGVsaW5lcy9tZWRpYS5weQ==) | `96.52% <100.00%> (-0.03%)` | :arrow_down: |
| [scrapy/utils/\_deps\_compat.py](https://app.codecov.io/gh/scrapy/scrapy/pull/7353?src=pr&el=tree&filepath=scrapy%2Futils%2F_deps_compat.py&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=scrapy#diff-c2NyYXB5L3V0aWxzL19kZXBzX2NvbXBhdC5weQ==) | `100.00% <100.00%> (ø)` | |
| [scrapy/core/downloader/tls.py](https://app.codecov.io/gh/scrapy/scrapy/pull/7353?src=pr&el=tree&filepath=scrapy%2Fcore%2Fdownloader%2Ftls.py&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=scrapy#diff-c2NyYXB5L2NvcmUvZG93bmxvYWRlci90bHMucHk=) | `93.33% <95.00%> (-3.89%)` | :arrow_down: |
</details>",
